wind_max,wind_ave,rainfall_height,rainfall_form,sunny_hours,snow_height,bedeckungsgrades,dampfdruckes,luftdruck,humidity,air_temp_max,air_temp_min,temp,ground_temp_min,season,date,Bleeding
14.2,4.6,15,4,0.2,0,8,7.1,983.6,86,10.6,-0.8,3.6,-0.8,1,01-01-03,0
21.6,5.5,9,4,0.2,0,7.8,10.2,967.9,88,11.8,6.8,9.2,6,1,01-02-03,0
18.7,4.4,7.4,4,0,0,7.8,8.5,976.2,90,8.5,1.2,6.2,1,1,01-03-03,0
11,5.3,0,4,1.6,0,6.8,4.4,988,79,1.4,-2.7,-1.3,-2.7,1,01-04-03,0
7.8,2.7,1.2,4,0.6,0,7.8,4.1,993.2,84,-1.7,-4.6,-3.2,-4.8,1,01-05-03,1
9.7,3.7,0.1,4,0.3,2,6.3,4.4,994,86,-0.9,-5,-2.6,-6.6,1,01-06-03,0
7.8,3.1,0,4,2.5,2,7,3.2,1000,78,-4.2,-6.3,-5.4,-6.9,1,01-07-03,1
7.8,3.1,0,4,2.5,2,7,3.2,1000,78,-4.2,-6.3,-5.4,-6.9,1,01-07-03,1
8.5,3,0,0,7.5,2,3.3,2.3,997.6,70,-5.3,-10.7,-8,-12.5,1,01-08-03,0
9.2,3.5,0,0,7.2,2,0.5,2,999.4,62,-5.2,-11.1,-8.7,-11.8,1,01-09-03,1
10.1,2.1,0,0,1.7,1,3.5,2.9,1004.8,73,-2.5,-11.6,-6.1,-13.5,1,01-10-03,1
6.4,1.9,0,4,5.9,1,3.8,3.7,1014,80,-1.4,-6,-3.8,-10.5,1,01-11-03,1
8.3,2.7,5.2,4,0.3,1,7.8,4.3,1013.5,85,-0.5,-4.9,-2.6,-4.5,1,01-12-03,1
13.7,4.6,3.7,4,0,4,5.693497305,6.9,1005.7,95,5.9,-2.1,2.1,-2.2,1,13-01-03,0
11.1,4.6,0.1,4,0,0,8,8.3,1008.8,92,6.2,4.8,5.5,4.1,1,14-01-03,0
15.5,5.9,2.9,4,0,0,7.8,6.4,1005.4,77,5,3.1,4.2,2.8,1,15-01-03,0
10.3,4.1,0,0,0.8,0,7,7.1,1006.4,88,5.9,2,3.9,1,1,16-01-03,0
10.6,4.1,0,4,7.4,0,3,5.7,1001.1,81,4.3,0.4,2.1,-1,1,17-01-03,1
10.2,3.6,0,0,0,0,6,6.3,997.3,86,3.8,0.9,2.4,0,1,18-01-03,0
16.5,6.7,1.2,4,1.1,0,5,6.4,987,77,7,1.1,4.2,-0.1,1,19-01-03,0
14.6,5.6,3.5,4,1.5,0,7,7.8,983.1,78,8.6,5.6,7,4.2,1,20-01-03,0
12.2,5.3,0.1,4,0.4,0,5.8,8.1,973.4,83,7.8,5.6,6.7,4.3,1,21-01-03,0
11.7,4.1,7.8,4,0,0,6,7.9,974.9,83,8.1,4.9,6.3,3.9,1,22-01-03,0
11.5,3.9,1.8,4,0,0,8,7.9,996,89,6.4,2.4,5.2,1.2,1,23-01-03,0
9,2,0,0,4.2,0,4,5.4,1016.5,75,5,0.1,2.2,-2.6,1,24-01-03,0
10.4,3.1,3.1,4,4.6,0,3.3,5.5,1011.9,80,4.8,-1.2,1.6,-2.6,1,25-01-03,0
10.1,3.6,5.3,4,0,0,8,7.6,1008,94,5.1,2.8,3.8,2.9,1,26-01-03,1
11.7,3.6,9.6,4,0,0,8,10.3,1004.2,97,9.3,5,7.8,4.9,1,27-01-03,0
17.9,6,5.8,4,0,0,7.5,7.1,991.3,82,8.8,1.4,4.9,1.4,1,28-01-03,0
12.2,4,4,4,0,0,7.5,6.4,979.4,89,3.1,0.2,2.3,-0.2,1,29-01-03,0
14.8,3.8,2.4,4,0.8,0,7.8,5.2,981,87,1.7,-4.7,-0.2,-5.8,1,30-01-03,0
11.2,2.6,0,4,2.1,4,4.3,3.4,996.1,79,-3.1,-7.4,-4.9,-10.3,1,31-01-03,1
11.5,3.4,0.3,4,3.3,4,6.5,3.6,998.3,79,-1.3,-6.8,-3.8,-12.5,1,02-01-03,0
13.9,4.5,4.5,4,0.1,5,7.5,5.8,986.7,87,4,-3.1,0.9,-3,1,02-02-03,1
14.1,4.8,1.1,4,1.3,0,6,6.1,973.1,81,4.9,-0.2,2.8,-1.3,1,02-03-03,0
11.8,4.1,3.4,4,1.4,1,4,5.5,973,87,2.4,-1,0.5,-1.6,1,02-04-03,1
12.6,3.4,1.5,4,1,1,5.5,5.7,984.2,85,3,-0.1,1.4,-1.5,1,02-05-03,0
11.4,2.5,0,4,1.9,1,6.3,4.6,998.7,76,1.8,-1.3,-0.1,-3.2,1,02-06-03,0
7.4,2.9,1.6,4,0,0,7.8,5.9,1001.4,88,2.9,0.1,1.2,-0.4,1,02-07-03,1
6.4,2.4,0,0,0,0,7.8,7.7,1003.3,95,5.1,2.7,3.9,2.7,1,02-08-03,0
10.6,3.9,0,0,2.9,0,5.3,6.7,1001.2,83,5.8,-0.3,3.7,-2.3,1,02-09-03,0
6,1.7,0,0,9,0,0,4.4,1004.1,71,5.1,-2.5,0.3,-4.7,1,02-10-03,0
6.8,1.9,0,0,8.6,0,0,4.6,1007.4,72,5.4,-2.2,0.7,-4.8,1,02-11-03,0
4.8,1.8,0,0,1.4,0,2.3,3.9,1009.5,81,-1.5,-6.2,-3.3,-7.9,1,02-12-03,1
7.7,2.7,0,0,9,0,0,3.3,1008.3,66,1.6,-6.1,-2.5,-7.5,1,13-02-03,0
9.1,2.7,0,0,9.1,0,1.8,2.7,1009.5,53,2.7,-6.3,-2,-7.6,1,14-02-03,0
12.5,3.9,0,4,0,0,3.8,3.6,1014.3,74,-0.6,-6,-2.9,-6.6,1,15-02-03,0
11.5,3.9,0,0,7.5,0,3.8,3.2,1016.4,60,-0.3,-3.6,-2.1,-5.5,1,16-02-03,0
9.5,3.3,0,0,9.6,0,1.5,3.2,1016.7,66,1.6,-6.5,-2.8,-8.1,1,17-02-03,0
10,3.1,0,0,9.5,0,0.3,3.2,1009.4,65,2.9,-7.2,-2.5,-8.6,1,18-02-03,1
7.7,3,0,0,9.5,0,0.8,3.8,1001.2,70,4.5,-6.8,-1.5,-8.4,1,19-02-03,1
8.2,3,0,0,9.9,0,0.3,4.2,996.8,66,9.1,-4.8,1.2,-7,1,20-02-03,0
6.1,2.4,0,0,9.8,0,0.5,4.4,1002.3,59,8.8,-3.1,3.2,-6,1,21-02-03,0
9,3.4,0,0,9.8,0,0,4.4,1006.1,56,10,-1.8,4.1,-5.1,1,22-02-03,0
10.3,3.7,0,0,9.3,0,0,5.1,1008.5,55,11,1.6,5.9,-1.2,1,23-02-03,0
5.2,2.4,0,0,9.6,0,0.3,5.2,1008.4,52,12.4,2.8,7.2,-0.9,1,24-02-03,0
6.4,2.7,0,0,10.1,0,0,3.8,1002.2,42,13.5,0.8,6.3,-2,1,25-02-03,0
6.7,2.4,0,0,8.4,0,2,4.3,995.6,42,12.8,2.7,7.4,-3.6,1,26-02-03,1
6.1,2,0,0,7.1,0,5,5.9,996.4,48,13.8,7,9.9,2,1,27-02-03,0
7.6,2.3,1.9,4,4.8,0,4.8,7.7,1001.6,64,13,7.3,9.6,4.5,1,28-02-03,1
9.5,3.5,4.2,4,4.8,0,5.5,8.8,998.3,78,12.6,6.6,8.9,6.1,2,03-01-03,0
8.1,2.3,9.5,4,0.6,0,7.8,9.4,990.8,89,10.6,5.5,7.8,5.5,2,03-02-03,0
8.3,2.3,0,4,0.5,0,7.8,7.2,999.3,85,7.1,1.7,4.6,-1.8,2,03-03-03,1
10.3,3.4,0.7,4,8,0,4.5,6.7,1001.9,77,9.3,-0.9,5.1,-2.9,2,03-04-03,1
7,2.8,0,0,5.5,0,6.3,9.1,998,75,14.1,6.6,9.9,5.7,2,03-05-03,0
12.2,3.8,6.2,4,0,0,7.8,8.1,994.4,78,10.9,4.2,7.6,2.6,2,03-06-03,0
10.9,3.3,0.2,4,5.3,0,6,7.1,1001,76,9.6,2.6,6.2,0,2,03-07-03,0
14.4,6.2,0.8,4,1.1,0,7.8,7.2,998.6,70,9.8,5.3,7.5,4.4,2,03-08-03,0
11.9,4.7,0,0,3.5,0,6.8,8,1000.2,68,12.8,6.8,9.5,6,2,03-09-03,0
10.9,4,0.8,4,1.9,0,5.8,8.7,1003.1,70,12.9,8.1,10.1,5.6,2,03-10-03,1
13,3.7,22.5,4,0,0,7.8,10.5,996.5,87,11,8,9.7,7.8,2,03-11-03,0
10.8,3.6,0.2,4,0.4,0,7.3,8.3,1003,81,9.1,4.8,7.2,3.9,2,03-12-03,0
9.9,3.5,0,0,9.9,0,3.8,5.3,1015.7,63,8.7,1.4,5,0.3,2,13-03-03,0
12.1,3.4,0,0,11.2,0,0.3,4.8,1015.6,60,9,-0.5,4,-3.7,2,14-03-03,0
8.8,3,0,0,10.9,0,0,5.3,1020.2,65,9.9,-0.7,4.4,-2.6,2,15-03-03,1
6.1,2.2,0,0,11,0,1,5.3,1022,59,11.6,-0.4,6,-2.6,2,16-03-03,0
9,2.7,0,0,7.8,0,4,6.1,1015.3,71,9.6,1.7,4.9,-2.4,2,17-03-03,0
9.1,2.2,0,0,10.9,0,2.5,6.1,1013.4,69,10.9,-2,5.7,-4.4,2,18-03-03,1
8,2.2,0,0,10.9,0,2.8,6.2,1009.6,67,11.4,0.6,6.1,-2.6,2,19-03-03,0
6.2,1.9,0,0,4.3,0,7,5.7,1007.6,78,6.4,0,2.7,-3.9,2,20-03-03,0
9.8,3.1,0,0,10.4,0,3.3,5.3,1006.2,66,9.9,-1.3,4.2,-2.8,2,21-03-03,0
7.8,2.9,0,0,11.5,0,1.3,3.8,1006.4,43,13,-0.8,6.3,-3.3,2,22-03-03,0
9.8,3.4,0,0,11.7,0,0.5,2.8,1006.5,23,16.5,4.3,10.7,0.3,2,23-03-03,0
8.9,2.5,0,0,10.5,0,1.5,5.6,1005.8,35,19.3,7.1,13.5,3.7,2,24-03-03,0
4.6,1.2,0,0,0.4,0,7,8.1,1003.6,58,15.2,9.1,12.1,5.7,2,25-03-03,0
7.1,2.1,0,0,8,0,5.5,8.7,1000.3,63,16.8,6.8,12,3.7,2,26-03-03,0
4.9,1.8,0,0,10.2,0,2,8.5,998,59,18.1,8.6,12.8,3.7,2,27-03-03,0
8.2,2.6,0,4,8.6,0,3,8.3,994.8,57,19.6,5.8,13.1,1.9,2,28-03-03,0
8.5,2.1,1.1,4,0.7,0,7,11,993.8,71,17.8,11.2,13.7,8.9,2,29-03-03,0
8.5,2.5,0,0,8.3,0,4.3,9.3,997,73,15.6,5.2,10.9,3.7,2,30-03-03,0
8,2.8,0,0,10.9,0,1.8,6.6,1004.4,67,12,2.3,7.1,0.1,2,31-03-03,0
17.4,5.1,10.2,4,5.5,0,5,6.7,993.5,61,14.4,5.3,8.9,2.6,2,04-01-03,0
15.4,3.6,6.4,4,2.2,0,7.5,10.24873977,986.5,77.07989689,9,2.8,5,5.276122816,2,04-02-03,0
10,3.6,0,0,1.6,0,5.8,10.24873977,1000,77.07989689,7,2,4,5.276122816,2,04-03-03,0
8.1,2.3,0,4,6.7,0,5,6.5,1008.2,73,9.6,0.3,5.4,-2,2,04-04-03,0
13.5,5.1,0,4,3.1,0,6.8,6.8,1006.1,71,10.7,2.8,6.4,1.1,2,04-05-03,0
14.1,4.1,0,0,9.1,0,4,4.5,1005.6,57,8,0.3,3.9,-1.2,2,04-06-03,0
10.2,3.4,0,0,10.2,0,1.3,2.7,1006.5,40,5.8,-2.4,1.7,-3.9,2,04-07-03,0
10.4,2.7,0,0,9.1,0,2.8,2.9,1003.8,44,5.9,-3.6,1.6,-5.8,2,04-08-03,1
7.8,2.5,0.5,4,5.9,0,4.3,3.5,995.9,52,4.8,-3.7,1.4,-6.6,2,04-09-03,0
7,2,0.1,4,2.8,1,7,5.2,987.1,77,5.1,-1,1.5,-2.3,2,04-10-03,0
7.8,2.5,0,0,7,0,5.5,4.8,991.4,63,8.7,-1.9,3.8,-3.6,2,04-11-03,0
6.2,2.1,0,0,11.6,0,2,4.4,996.5,42,14.1,1.8,8.4,-2.7,2,04-12-03,0
10,2.6,0,0,11.9,0,1.3,5.7,1002.2,41,18.1,5.3,12.3,0.5,2,13-04-03,1
10.3,4.4,0,0,12.3,0,4.8,5.6,1000.2,36,20.4,7.6,14.3,5.8,2,14-04-03,0
10.7,3.6,0,0,12.8,0,4.3,7.4,1002.4,41,24.3,8.4,16.9,4.8,2,15-04-03,0
10.7,3.7,0,0,12.7,0,2.8,6.9,1005.9,36,22,12,17.5,8.7,2,16-04-03,0
11.4,3.8,0,0,12.5,0,0.3,5.8,1009.6,35,20.7,8.9,15.3,6.8,2,17-04-03,0
14.4,4.7,0,0,12.7,0,1.8,6.1,1008.5,46,14.9,6.3,11.3,4.8,2,18-04-03,0
12.3,4.3,0,4,0.6,0,7.3,7.1,999.4,75,9.1,4,6.1,2.4,2,19-04-03,0
8.7,2.8,0,0,9.1,0,3.5,7.9,992,67,15.6,2.5,10.2,0.5,2,20-04-03,0
9.1,1.8,0,0,9.4,0,2,9.5,993,58,22.7,7.2,15.5,3.7,2,21-04-03,1
7.1,2.3,0,4,1,0,5.8,9.7,996.9,71,15.1,8.6,11.8,5.8,2,22-04-03,1
6.2,2.4,0,0,11.8,0,1.3,8.3,997.3,59,18.4,6.3,12.6,3.3,2,23-04-03,0
5.4,1.6,0,0,12.5,0,1.5,7.4,997.4,44,21.7,6.9,15.9,3.3,2,24-04-03,0
11.6,3.1,3.4,4,6.1,0,6.5,9,994.4,43,23.1,14,18.3,11,2,25-04-03,0
15.5,3.4,9.6,4,0,0,7.8,13.9,987.7,91,19.4,9.8,13.3,8.8,2,26-04-03,0
16.8,4.9,0.5,4,2.9,0,7.3,10.8,990,80,15.4,9.5,11.6,8.5,2,27-04-03,0
13.3,4.2,2.7,4,3.1,0,6.8,12,985.9,70,20.6,10.2,15.3,9.4,2,28-04-03,0
15,4.2,1.5,4,7.1,0,4.5,11.6,990,69,17.6,11.4,14.8,7.9,2,29-04-03,0
11.9,2.7,9.5,4,0.2,0,7.5,12.5,989.7,86,15.9,8.8,12.5,7.8,2,30-04-03,0
16,4.8,2.2,4,3.7,0,6.8,10.3,996.8,78,15,9.5,11.1,7.1,2,05-01-03,0
13,4,2.7,4,5.8,0,6.5,10.5,992.4,71,20,9.1,13.5,6.8,2,05-02-03,1
16.9,6,0,0,4.4,0,6.8,9.2,998.2,66,15.4,8.7,11.9,5.3,2,05-03-03,0
11.3,3.9,0,0,13.9,0,3,8.6,998.5,50,22.8,8.9,16.3,5.1,2,05-04-03,0
11.1,3.3,1,4,9.1,0,6,12.4,993.2,58,22.8,14.5,18.7,13.4,2,05-05-03,0
8.2,2.2,0.9,4,0.1,0,8,12,1001,85,14.9,8.9,12.1,6.3,2,05-06-03,0
6.9,2.6,0,0,14,0,3.5,8.9,1004.8,63,18,6.4,12.7,3.5,2,05-07-03,0
7.8,2.7,1.3,4,11.8,0,4.3,10.9,998.8,61,20.5,9.8,16,6.5,2,05-08-03,0
6.3,1.8,0.8,4,0.2,0,7.3,12.6,997.8,88,14.3,10.6,12.4,10.4,2,05-09-03,0
6.5,1.8,0,0,11.2,0,5.3,10.3,1000.8,72,17.6,8.9,12.7,5.2,2,05-10-03,0
7.6,1.6,0.3,4,9.9,0,4.8,9.8,1000.3,61,19,7.9,14.4,4.3,2,05-11-03,0
11.4,3,2.3,4,6.7,0,6.5,10,996.8,69,15.6,10.3,12.8,8.9,2,05-12-03,0
11.5,3.2,7.2,4,3.9,0,7,9.2,995.2,83,12.7,4.7,8.5,3.4,2,13-05-03,0
10.3,2.9,0.8,4,2.8,0,6.3,9,999,86,12.5,4.9,7.6,3.7,2,14-05-03,0
8.1,1.8,9,4,3,0,6,9.2,1003.4,89,13.9,4.2,7.5,1.7,2,15-05-03,0
8.7,1.7,0,4,11.2,0,3.5,7.9,997.6,64,17.2,3,11.2,0.4,2,16-05-03,1
9.5,3.4,6.3,4,2.8,0,7,10.4,991.7,67,16.4,11.9,13.5,10.1,2,17-05-03,0
10.6,3.6,11.4,4,3,0,8,13,992.5,83,17.5,10.9,13.8,10.8,2,18-05-03,0
12.1,3.5,2.2,4,1.4,0,7.8,13,991.3,93,14.7,9.7,12,8.3,2,19-05-03,1
16.2,5.2,5.7,4,5.7,0,4.8,9.6,995.3,74,14.2,7.9,10.9,8,2,20-05-03,1
11.3,3.1,8.9,4,2.3,0,5.5,11.4,1001.6,86,14,8.8,11.2,8.9,2,21-05-03,0
9.2,3.3,2.1,4,0,0,7.8,13.8,1001.9,95,14.3,10,12.4,9.8,2,22-05-03,1
11.7,3.7,0.7,4,0.6,0,7.3,13.6,994.6,82,16.9,12.9,14.6,10.1,2,23-05-03,1
7.4,1.9,8.2,4,0.2,0,7.3,14.1,989.1,84,17.7,12.2,14.7,10.6,2,24-05-03,0
10.1,2.9,0,0,3.6,0,7,12.5,995.3,81,16.3,10.3,13.6,7.2,2,25-05-03,1
6.3,1.5,0,0,10.7,0,2,10.7,1003.7,68,19.7,8,14.3,5.2,2,26-05-03,1
8.1,2.5,0,0,8,0,5,11.9,1005.8,64,21.3,10.6,16.7,8.3,2,27-05-03,0
8.4,2.8,0,0,6.6,0,6.3,13.1,1003.9,65,22.3,13.4,17.9,12.8,2,28-05-03,1
6.8,2.4,0,0,13.2,0,0.3,13,999.2,60,25.1,12.6,19.3,11,2,29-05-03,1
9.3,1.6,0.8,4,10.8,0,3.5,15.9,995.5,62,28.5,15.3,22,12,2,30-05-03,0
6.6,1.7,0,0,10,0,4.3,18,993.9,75,25.6,15.4,20.8,13.5,2,31-05-03,0
5.3,1.5,0,0,11.7,0,3.5,17,993.2,66,28.1,15.5,22.1,13.2,3,06-01-03,0
15.4,2.4,30.2,4,8.4,0,3.8,10.24873977,991.3,77.07989689,26.9,15.6,22.7,15,3,06-02-03,0
10.3,3.17484019,0,4,4.470224523,0,6.5,10.24873977,994.6,77.07989689,25.8,16.3,20.9,5.276122816,3,06-03-03,0
12,3.1,0,4,12.3,0,5,18.7,994,68,28.2,17.1,22.9,15.2,3,06-04-03,0
6.8,1.9,0.8,4,3,0,5.5,17.2,1000.1,83,21.1,13.5,18,10.5,3,06-05-03,0
5.1,1.4,0,0,12.3,0,4,13.7,1001.8,66,24.2,12.3,18.6,9.3,3,06-06-03,1
5.1,1.4,0,0,12.3,0,4,13.7,1001.8,66,24.2,12.3,18.6,9.3,3,06-06-03,1
6.7,1.8,0,0,13.2,0,4.3,17,998.6,64,26.9,14.5,22.1,13.1,3,06-07-03,0
15.6,2.8,24,4,7.6,0,4.3,18.7,993.8,81,28.3,11.7,19.9,10.5,3,06-08-03,0
8.6,2.9,0,0,12.9,0,3,11.4,1000.6,67,20.9,10.6,15.4,9.8,3,06-09-03,0
9.6,2.9,0,4,5,0,6,16.2,996.2,71,26.7,12,19.4,10.2,3,06-10-03,1
8.4,2.3,0,0,8.3,0,5,15.7,1000.7,71,22.9,17.1,19.3,14.7,3,06-11-03,1
9.9,1.8,0,4,9.1,0,5.3,15,1000.6,64,25.5,15.1,20.4,13.3,3,06-12-03,0
5.8,2.2,0,0,14.5,0,2.3,11.9,1003.7,57,23,13.8,18.9,12.2,3,13-06-03,0
7.9,2.3,0.5,4,4.7,0,5.5,13.4,1002.2,68,21.6,11.9,17.4,10.1,3,14-06-03,0
8.2,2.8,0,0,15,0,4,11.4,1000.9,58,23,11.7,17.8,10.8,3,15-06-03,0
7,2.3,0,0,13.7,0,4.5,12.1,998,59,23.3,12.9,18.4,11.7,3,16-06-03,0
6.1,1.8,8.9,4,10.7,0,3.5,13.9,994.1,63,27.2,13.3,19.9,11.1,3,17-06-03,0
10.1,2.5,1,4,2.7,0,7.8,16.8,998.3,82,22.1,15.8,18,15.3,3,18-06-03,0
11.5,4.2,0.1,4,0.6,0,7.5,16.3,1001.1,80,20.4,15.9,17.8,15.7,3,19-06-03,1
13.4,3.7,0,0,9.5,0,4.8,11.4,1000.4,63,19.5,10.9,15.9,7,3,20-06-03,0
7.3,2,0,0,8.5,0,2.8,10.8,1000.5,65,19.7,8.5,14.8,5.8,3,21-06-03,0
6.1,2.1,1.1,4,6.2,0,4.8,13.6,994,62,24.9,12.3,19.3,11.2,3,22-06-03,1
15.8,4.4,0,4,7.3,0,4,16.2,989.3,64,28,15.8,21.6,13.8,3,23-06-03,0
9,2.8,0,0,7,0,4.8,13.9,999.5,71,22.3,13,17.4,11.3,3,24-06-03,0
7.3,2.8,0,0,13.8,0,1.8,12.3,1002.6,67,21.9,10.1,16.6,7.2,3,25-06-03,0
7.7,3.1,0,0,11.4,0,4.5,12.1,998.3,63,23,11.4,17.5,10.4,3,26-06-03,0
5.7,1.9,0,0,13.8,0,3.8,12.6,995.7,55,27,13.2,20.6,10.7,3,27-06-03,0
7.1,2.6,0,0,3.7,0,5.5,16.9,995.6,77,22.5,16,19.1,14.9,3,28-06-03,0
6.7,2.2,0,0,11,0,3.5,15,991.5,68,25.3,14.9,19.6,13.6,3,29-06-03,1
7.9,2.6,21.4,4,1.3,0,5.8,17.3,985.9,85,21.4,14.5,17.8,13.4,3,30-06-03,0
15.2,3.7,3.5,4,6.5,0,7,14.8,982.4,81,21.6,13.1,16.3,12.5,3,07-01-03,0
16.3,4.2,11.5,4,1.1,0,7.8,14.9,984.1,91,17.2,12,14.4,11.3,3,07-02-03,1
10.3,3.3,3.2,4,0.7,0,5.8,14.7,989.3,92,18.1,11.4,14,10.5,3,07-03-03,1
8.7,3,4.9,4,0.2,0,8,14.7,994.1,90,17.1,12.8,14.4,12.1,3,07-04-03,1
8.7,2.7,0,4,0,0,7.8,14.7,997,89,16.9,13.2,14.6,13,3,07-05-03,1
8.7,2.7,0,4,0,0,7.8,14.7,997,89,16.9,13.2,14.6,13,3,07-05-03,1
4.7,1.5,0,0,0.4,0,7.8,13.4,1002.1,78,17.9,12.4,15.2,9.5,3,07-06-03,1
4.4,1.2,0,0,3,0,5.8,13.7,1003.8,71,22.3,12,17.3,9,3,07-07-03,0
7.2,1.7,0,4,5.5,0,4.8,14.9,1002.2,71,23.4,13.9,18.6,12.4,3,07-08-03,0
6.7,1.9,0,4,4.6,0,7,15.1,1001.3,75,22.2,14.6,17.8,13,3,07-09-03,1
5.3,1.8,0,0,15.1,0,2.8,12.6,1001.1,61,24,12,18.6,10,3,07-10-03,0
9.8,3.2,0,0,7.4,0,6,14.9,999.4,62,26.3,13.4,20.4,11,3,07-11-03,1
7.4,1.8,0,0,5.8,0,6.5,12.1,1002.8,65,21.5,11.1,16.7,9.2,3,07-12-03,0
8.1,2.9,0,0,14.9,0,0.8,12.5,1001.7,60,23.5,12.6,18.5,11.1,3,13-07-03,0
7.7,2.8,0,0,15.1,0,0,11.7,997.5,49,27.3,12.8,21.1,11.4,3,14-07-03,0
8.6,3.4,0,0,15,0,0,11.8,993.1,39,30.8,18.7,25,1.7,3,15-07-03,1
9.8,3.6,17.7,4,11.8,0,2,14.9,989.3,46,34.8,18.1,26.3,17.9,3,16-07-03,0
12.8,2.8,0,4,1.1,0,7.3,16,997.5,78,21.2,15.9,18,14.7,3,17-07-03,0
8.6,2.7,0,0,11.6,0,3,14.6,1002.9,59,26.8,15.6,21.4,14.4,3,18-07-03,0
8,2.9,0,0,14.7,0,1.3,13.5,1001,46,30.5,17.1,24.5,14.1,3,19-07-03,1
11.4,2.9,1.2,4,10.7,0,3.8,14.7,995.1,46,34.1,18.5,26,16.4,3,20-07-03,0
21.2,1.6,21.3,4,8.3,0,4,18.6,996.8,78,27.9,15.3,20.7,10.5,3,21-07-03,1
8,2.1,0,0,9.8,0,4.3,16.1,999.9,68,25.6,17.1,20.7,14.6,3,22-07-03,0
6.7,1.9,0.3,4,7.7,0,6,14.7,998.9,59,26,17.3,21.3,14.6,3,23-07-03,0
8.5,1.8,0.7,4,3.3,0,6,17,995.3,79,24.4,15.3,18.9,14.1,3,24-07-03,0
8.5,2.6,0.8,4,8.7,0,4.5,14.9,993.9,69,25.3,13.1,19.2,12.1,3,25-07-03,1
9.5,3,6.8,4,4.9,0,6.5,16.5,991.6,76,23.2,16.1,19.1,16,3,26-07-03,1
11.6,3.9,0.2,4,4.3,0,6.8,18.1,991.5,79,23.7,16,19.9,15.3,3,27-07-03,0
7.8,2.2,0,4,7.4,0,5,14.2,1002.1,71,23.5,14.1,17.8,11.7,3,28-07-03,0
7.9,1.9,0,0,12,0,1.5,12.2,1004.4,55,25.4,12.8,20,10.1,3,29-07-03,0
8.9,2.6,1.1,4,2.1,0,5.3,16.1,998.2,74,23.3,15.9,18.8,13.3,3,30-07-03,0
4.4,1.2,0,0,5.6,0,2.5,17.5,998.7,77,24.4,14.8,19.9,12.7,3,31-07-03,0
5,1.3,0,0,12.1,0,2.8,16.2,1000.8,61,28.7,15.8,22.8,13.5,3,08-01-03,0
5.4,1.8,0,0,13.4,0,2.5,17,1001.6,58,29.2,18.1,24,16.7,3,08-02-03,0
5.8,2,0,0,12.8,0,2.3,18.2,1003.2,65,29.2,18,23.6,16.2,3,08-03-03,0
7.5,2.5,0,0,13.7,0,1,15.9,1005,56,30.2,17.1,24.2,16.2,3,08-04-03,0
7.3,3.1,0,0,13.2,0,0,14.9,1005.2,51,30.6,17.9,24.5,17.1,3,08-05-03,0
8.2,2.6,0,0,13,0,0.8,14.4,1003.7,46,32.4,18.4,25.6,16.6,3,08-06-03,0
7.8,2,0,0,12.4,0,3,15.3,1000.9,40,36.2,21.1,29,18,3,08-07-03,1
4.2,1.4,0,0,12.4,0,1.3,18.4,999.4,49,36.6,22.5,29.1,19.7,3,08-08-03,0
5.2,2,0,0,12.4,0,0,20.7,999.5,67,31.3,19.5,25.1,18.2,3,08-09-03,0
4.8,1.5,0,0,12.6,0,0.5,17.4,999,64,29.9,17.2,23.3,14,3,08-10-03,0
5.5,1.4,0,0,11.2,0,1.8,17.9,1000.2,55,33,18.2,26.3,16.6,3,08-11-03,0
10.3,2.1,0,0,11.9,0,4.5,18.1,1000.6,50,36.2,20.6,28.5,17.8,3,08-12-03,0
8.8,2.5,0.1,4,10,0,5,17.7,1000.1,62,28.3,19.6,23.7,18.7,3,13-08-03,0
9.7,2.2,0,4,7.4,0,4.5,14,997.6,62,24.3,14.4,19.7,12.5,3,14-08-03,0
7.3,2.3,0,0,9.2,0,3.8,12.1,998.6,64,22.7,11.8,17.3,9.7,3,15-08-03,0
8.8,2.4,0,0,11.8,0,5.5,11,999.8,56,22.8,11.8,17.8,8.5,3,16-08-03,0
8.2,2.8,0,4,0.8,0,6.3,12.9,997.2,62,21.2,14.1,18.3,13.8,3,17-08-03,0
7.8,2.4,1.2,4,0,0,6.5,18.3,995.3,85,20.8,16.3,18.7,14.7,3,18-08-03,0
8,3.1,0,0,3.2,0,6.3,15.3,1000.4,72,23,15.5,18.5,13.6,3,19-08-03,0
5.9,1.5,0,0,10.1,0,4,11.3,1001.4,57,23,12.5,17.8,8.6,3,20-08-03,0
8.4,2.2,0,0,10.8,0,3.8,12.3,998.4,60,24.8,11.4,18.5,8.7,3,21-08-03,1
9.7,3.4,0,4,0.7,0,5.8,14.8,998.5,72,21.4,13.5,17.9,10.4,3,22-08-03,0
7.8,2.9,0.5,4,1.5,0,6,17.3,1000.3,76,23.2,13.3,19.5,9.4,3,23-08-03,1
5.5,2,0,0,0.6,0,5.3,13.1,1001.5,72,19.2,11.2,16.2,9.2,3,24-08-03,1
7.6,2.4,0,0,5.8,0,5.8,12.7,998.6,62,22.9,14.9,18.3,12.7,3,25-08-03,0
6.9,2.5,0,0,7.8,0,2.8,13.7,995.8,67,23.6,11.9,18,9.2,3,26-08-03,0
7.2,2,0,0,1.4,0,5.8,12.3,994.2,70,21.2,12.1,15.7,9.2,3,27-08-03,0
