wind_max,wind_ave,rainfall_height,rainfall_form,sunny_hours,snow_height,bedeckungsgrades,dampfdruckes,luftdruck,humidity,air_temp_max,air_temp_min,temp,ground_temp_min,season,date,Bleeding
3.3,1,0,4,2,0,6.7,6.3,1001.3,90,5.3,-0.9,1.8,-4.1,4,12-03-04,0
5.3,2,0,0,0,0,8,6,1009.9,100,1.4,-1.8,-0.3,-1.4,4,12-04-04,1
6.6,2.5,0.2,4,0,0,8,6.9,1009.3,98,4.7,-1.2,1.8,-1.2,4,12-05-04,0
4.9,2,0,4,0,0,7.3,8.7,1009.7,97,6.7,4.1,5.4,2.9,4,12-06-04,0
5.3,1.5,0,4,0.3,0,7.3,7.8,1010.4,89,6.1,3.6,5,3.1,4,12-07-04,1
5.8,1.4,0,0,2.3,0,4,7.4,1011.9,86,7.9,-0.2,4.8,-3.2,4,12-08-04,1
5.6,2,0,0,4.7,0,0.3,5.5,1007.5,94,2.4,-2.9,-0.6,-5.1,4,12-09-04,0
6.4,1.7,0,4,7.2,0,2.3,4.7,1005.7,77,4.3,-3.4,0.2,-6,4,12-10-04,0
6.1,1.3,0,4,0,0,8,5.9,1009.3,99,1.2,-2.6,-0.4,-2,4,12-11-04,0
5.4,1.6,0,0,0.5,0,6.3,5.2,1010.4,96,0.4,-4.5,-1.6,-6.2,4,12-12-04,0
5.3,2.1,0,4,0,0,8,4.7,1010.1,93,-1.9,-3.6,-2.7,-3.9,4,13-12-04,1
7,2.3,0,0,6.4,0,1.3,4.8,1008.3,83,3.2,-4.9,-0.6,-6.7,4,14-12-04,0
7.3,2.9,0,4,6,0,2.7,5.2,1002.3,62,8.5,2,4.5,0,4,15-12-04,0
13.5,4.5,2.7,4,4.6,0,3.7,6.8,990.1,83,6.2,2.5,4.1,1.3,4,16-12-04,0
13.6,4.5,14.6,4,0,0,8,7.8,976.5,90,6.5,2.2,4.8,2.1,4,17-12-04,0
12.4,4.4,1.3,4,0.5,0,7,6.8,985.5,88,4.8,1.4,3.3,0,4,18-12-04,0
6.6,2.3,0,0,5.1,0,1.3,6,989.4,91,2.8,-3.6,0.9,-6.1,4,19-12-04,1
4.9,1.4,0,0,7.3,0,3.3,4.3,1001.9,81,1.5,-3.8,-1.7,-8.8,4,20-12-04,1
7,2.3,0,4,7.3,0,0.3,3.3,1003.5,66,-0.7,-4.2,-2.5,-8.2,4,21-12-04,0
10.7,4.4,12.8,4,0,0,8,5.6,996.9,93,2,-3.7,-0.5,-3.3,4,22-12-04,1
13.8,5.4,2.1,4,0,0,7.7,9.1,988.3,93,9.7,1.8,6.5,1.5,4,23-12-04,0
16,5.7,15.7,4,1.5,0,7,8.7,982.9,80,10.3,6.7,8.1,5.7,4,24-12-04,1
13.7,3.9,0.6,4,1.6,0,5.7,7.4,976.3,89,8.4,1,4.2,-2.4,4,25-12-04,0
5.6,2,0,4,3.1,0,6.3,6.4,987,94,4,-1.1,1.6,-2.1,4,26-12-04,0
8.4,1.8,0,0,0,0,8,5.5,997.4,99,-0.3,-2.2,-1.2,-2.1,4,27-12-04,1
15.1,4.7,5.2,4,0,0,7.3,5.7,987.2,93,2,-2.1,-0.2,-2.6,4,28-12-04,1
8.1,2.5,0.1,4,5.6,3,4.3,6.6,1003.5,94,3.9,0.2,2,-2.9,4,29-12-04,0
10.1,3.6,0.5,4,0,2,8,7.3,1008.6,91,5.9,2,3.7,1.4,4,30-12-04,0
9.5,3.9,3.2,4,0,0,7.7,9.7,1003.2,92,9.2,5.5,7.7,5.1,4,31-12-04,1
17.4,3.3,5,4,0,0,7.3,8.6,1001.5,90,9.8,3.7,6.3,3.5,1,01-01-05,0
21.6,6.1,0.8,4,0.2,0,6.7,6.6,999.8,75,9.7,2.2,4.9,1.8,1,01-02-05,0
12.7,5.2,0.5,4,0,0,7,7.6,1009.1,87,7.2,2.9,5,2.6,1,01-03-05,0
14.4,6.1,2.9,4,1.9,0,6.7,7.6,1006.4,80,7.4,4.3,6.2,4.3,1,01-04-05,1
12.6,4.4,4.2,4,0,0,7.3,8.2,1004.3,91,6.5,4.5,5.6,4.3,1,01-05-05,0
13.9,5,0,4,3.3,0,5,8.4,1007.4,86,8,5.7,6.7,4.8,1,01-06-05,0
16.5,7.1,0,4,0,0,7,9.6,1005.8,80,11.4,7.1,9.6,6.3,1,01-07-05,0
22.3,7.6,0.7,4,0.2,0,3.7,7.7,996.3,69,11,5,8.4,3.8,1,01-08-05,0
11.6,4.9,0,4,5.2,0,3.3,7.4,1004.1,76,8.5,5.1,6.6,3.5,1,01-09-05,1
15.2,5,1.9,4,3.9,0,5.7,9.5,1001.1,72,14.5,7.1,11,6.4,1,01-10-05,0
11.9,4.6,4.8,4,1.5,0,7.7,9.6,1003,83,11,7.8,9.3,6.9,1,01-11-05,1
12.3,3.17484019,0,4,0.5,0,5.7,8.8,1001.6,84,9.6,5.2,7.6,4.2,1,01-12-05,0
11.1,4.1,0.9,4,0.7,0,5.7,6.9,1006.1,85,6.2,1.6,3.9,0.4,1,13-01-05,1
11.1,4.1,0.9,4,0.7,0,5.7,6.9,1006.1,85,6.2,1.6,3.9,0.4,1,13-01-05,1
4.2,1.6,0,4,2.2,0,5,6.6,1011.2,92,5.7,-0.2,2.3,-2.6,1,14-01-05,0
10.4,4,0,0,7.7,0,2,5,1009.8,73,4.8,-1,1.7,-3.7,1,15-01-05,0
9.9,4.1,0,0,7.6,0,2.7,4.9,1005,66,5.9,0.1,2.8,-1.4,1,16-01-05,0
12.1,4.1,12.4,4,1.9,0,7,7.3,998.3,83,7.7,2.6,4.9,1.4,1,17-01-05,0
12.7,3.6,21.7,4,0,0,8,7.2,978.8,96,6.4,-0.5,2.7,-0.2,1,18-01-05,0
13.2,4.2,2.3,4,1.5,3,7,6.8,988.6,88,5.2,0.2,3.1,-0.1,1,19-01-05,0
15.9,6.3,38.1,4,0,0,8,9.6,983.6,91,9.9,3.9,7.8,3.4,1,20-01-05,1
19.4,4.3,5.2,4,1.6,0,4.7,6.8,987,84,7.8,1,3.9,0.3,1,21-01-05,1
19.4,4.3,5.2,4,1.6,0,4.7,6.8,987,84,7.8,1,3.9,0.3,1,21-01-05,1
8.9,2.5,0.9,4,0.4,0,6.3,6.6,995.9,88,5.9,0.8,2.8,-0.6,1,22-01-05,0
12.2,2.5,2.3,4,3.3,0,5,5.9,999.2,89,4.3,-1.4,1.3,-3.5,1,23-01-05,1
10.7,4.3,0.1,4,1.8,1,6,4.8,1000.5,85,0.8,-3.1,-0.8,-4.7,1,24-01-05,0
11.7,4.3,0,4,0.5,1,7,4.3,1004.1,81,-0.6,-3.8,-2,-5.2,1,25-01-05,0
12.8,4.9,0,0,1.5,0,6,4.1,1007.9,78,-0.2,-3.6,-2.1,-6.4,1,26-01-05,1
5.5,1.5,0.6,4,0,0,7,4.9,1000,93,-0.5,-4.5,-2.2,-6.4,1,27-01-05,0
4.3,1.1,0.2,4,0.1,1,7.7,5.3,994.8,92,1.1,-2.4,-0.8,-2.9,1,28-01-05,0
5.8,1.7,0,4,6.5,1,3,4.1,1004.2,76,1.5,-6,-1.6,-10.4,1,29-01-05,0
7.4,2.4,3.2,4,0,0,8,6.3,1008.5,99,3.8,-1.8,0.4,-1.4,1,30-01-05,1
11.6,3.5,12.5,4,0,0,8,8.3,1004.4,98,6.6,3,4.6,1.6,1,31-01-05,0
10.2,3.4,0.6,4,0.7,0,6.7,6.6,1005.6,85,4.7,2.2,3.4,1,1,02-01-05,0
9.7,3.1,5,4,0.1,0,8,7.9,1008.7,93,6.1,2.8,4.5,2.7,1,02-02-05,0
7.9,2.3,0.1,4,0,0,7.3,7.5,1012,88,5.9,3.9,4.7,2.9,1,02-03-05,0
4.7,1.2,0,4,1.7,0,5.3,6.7,1012.5,82,7.6,0.2,3.9,-1.7,1,02-04-05,1
4.7,1.2,0,4,1.7,0,5.3,6.7,1012.5,82,7.6,0.2,3.9,-1.7,1,02-04-05,1
4.7,1.2,0,4,1.7,0,5.3,6.7,1012.5,82,7.6,0.2,3.9,-1.7,1,02-04-05,1
10,4.8,0,0,8.9,0,3.7,4.5,1004.6,66,3.9,-0.6,1.4,-1.8,1,02-05-05,1
5.4,2.5,0,0,8.7,0,1,4.7,1005.9,69,6,-2.2,1.5,-3.6,1,02-06-05,0
6.4,1.9,0,0,6.2,0,1.3,4.1,1006.4,66,5.1,-3.4,0.4,-4.7,1,02-07-05,0
5.1,2.2,0,0,8.2,0,0,5.1,1008.1,77,5.3,-1.6,1.2,-2.9,1,02-08-05,0
6.8,1.8,0,4,1.8,0,7.3,6.7,1009,78,7.4,1.4,4.7,1,1,02-09-05,1
15.1,3.17484019,30.8,4,0,0,8,8.7,1003.2,89,7.7,4.3,6.7,5,1,02-10-05,1
5.2,1.4,11.6,4,0,0,8,9,999.7,99,7.3,4.4,5.6,4.6,1,02-11-05,1
5.2,1.4,11.6,4,0,0,8,9,999.7,99,7.3,4.4,5.6,4.6,1,02-11-05,1
20,6,12.5,4,0.1,0,7.7,9.7,981.2,91,11.1,2.8,7.8,2.6,1,02-12-05,0
15.5,4.2,8.9,4,0.1,0,7.7,6.4,977.1,92,4.1,-0.1,1.9,-0.8,1,13-02-05,0
12.3,3.4,6,4,0.5,0,7.7,6.3,984.5,91,4,-0.9,1.6,-2.1,1,14-02-05,1
13.5,5.5,0.4,4,0.2,1,7.3,5.1,995.2,85,1.7,-2.1,-0.3,-2,1,15-02-05,1
9.2,4.7,0,4,0.5,0,7.3,4.3,1004,78,0.9,-2.6,-1.3,-2.4,1,16-02-05,0
4.9,1.9,0,4,0,0,7.3,4,1006.2,75,-0.7,-2.8,-1.8,-2.2,1,17-02-05,0
10,3.2,4.1,4,1.7,0,6.7,4.2,1000.1,76,0.9,-3.2,-1.3,-4.4,1,18-02-05,0
9,2,2.7,4,0.7,4,7.7,6.4,989,98,3.7,-0.6,0.9,-0.3,1,19-02-05,0
7,2.2,4.4,4,0.3,3,7.7,6.1,986.7,98,1.3,-0.9,0.1,-4.6,1,20-02-05,0
10.4,2.4,0,4,3.7,3,6,5.3,989.2,87,2.4,-2.7,-0.1,-7.7,1,21-02-05,0
13.1,5.3,0,4,1.7,1,6.7,4.1,990.9,73,0.7,-3.5,-1.3,-3.9,1,22-02-05,1
7.4,2.4,0.8,4,0,1,8,4.7,990.2,90,-0.5,-3.8,-2.2,-3.9,1,23-02-05,0
7.1,2.6,0,4,6,4,5.7,4.2,993.8,78,0.7,-3.6,-1.7,-6.5,1,24-02-05,0
5.8,1.8,0,4,4.8,1,5.7,4.4,997.5,83,1.8,-6.1,-1.9,-10.3,1,25-02-05,0
13.2,2.1,1.2,4,0,1,8,5.7,994.8,95,1,-2.5,-0.3,-2.6,1,26-02-05,0
13.1,5.1,0,4,5,3,3.3,3.2,1001.6,73,-2.2,-7,-4.6,-8.6,1,27-02-05,0
5.9,1.9,0,4,10.3,4,2.3,2.5,1003.1,63,-1.7,-9.9,-5.4,-14.7,1,28-02-05,1
11.1,4.6,0,0,0,3,8,3.2,989.7,71,-2,-6.7,-4.4,-6.8,2,03-01-05,0
10.1,3.8,0.3,4,0,2,7.7,4,984.3,78,-0.3,-3.8,-2.4,-4.5,2,03-02-05,0
10.3,3.3,0,4,1.6,4,8,4.6,990.5,86,0.7,-3.2,-1.6,-4.2,2,03-03-05,1
6.4,2,0.1,4,3,4,5.3,3.8,992.2,77,-0.3,-6.3,-2.8,-9.8,2,03-04-05,0
9.9,2.8,0,4,0.1,4,8,4.3,986.5,79,1.2,-3.7,-1.5,-5.2,2,03-05-05,1
9.9,2.8,0,4,0.1,4,8,4.3,986.5,79,1.2,-3.7,-1.5,-5.2,2,03-05-05,1
10.8,3.3,0.1,4,4.4,3,7.3,4.1,1000.7,83,0.7,-6.2,-2.8,-6.6,2,03-06-05,0
8.1,2,2.3,4,0.3,4,8,6.2,1000.9,93,4,-2.4,1.1,-3.2,2,03-07-05,0
9.5,2.8,1.5,4,0,0,7.7,7.1,1001.8,91,4.9,2.3,3.3,2,2,03-08-05,0
8.9,2.8,0,4,0.2,0,7,6.8,1006.6,86,6.4,0.9,3.5,-1,2,03-09-05,0
5.3,1.8,0,0,5.9,0,4.3,5.8,1008.5,86,5.7,-2.1,1.6,-3.3,2,03-10-05,0
15.6,5.7,12.2,4,0,0,8,6.6,989.8,89,5.9,-0.3,2.7,-0.8,2,03-11-05,1
17.3,4.3,6.9,4,1.2,3,7.7,6.3,982.1,92,3.9,-0.2,1.6,-0.8,2,03-12-05,0
11.3,3.6,0.8,4,0.8,0,7.3,6.4,990.4,84,6.2,1.8,3.2,1,2,13-03-05,0
6.3,2.5,0,0,0.7,0,7.2,5.7,994.5,70,6.7,1.8,4.1,1.3,2,14-03-05,1
11.6,3.7,0,0,8.2,0,4.6,6.6,1000.7,64,12.4,1.5,7.6,-1.2,2,15-03-05,1
12.6,4.7,0,4,9.9,0,4,9.5,1002.3,59,19.1,9.4,14.2,8.4,2,16-03-05,0
15.2,5.8,0,0,0.2,0,7.3,11.1,1003.7,72,15.5,10.4,13.4,10.3,2,17-03-05,0
10.3,3.8,0.6,4,0.4,0,8,10.5,1007.3,87,11.7,7.4,9.7,7.8,2,18-03-05,1
7,2.1,1.1,4,0,0,8,11.2,1005.6,95,12.1,6.2,9.5,6.5,2,19-03-05,0
7.8,2.7,0,4,3.5,0,7.7,7.8,1003.1,82,11,3,6.5,3.2,2,20-03-05,0
10,3,0,0,11.3,0,3.3,6.2,997.1,54,16.6,3.2,9.9,0.3,2,21-03-05,0
12.5,5,0.9,4,6.3,0,6.4,7.8,992.1,51,18,8.9,13.1,6.7,2,22-03-05,0
6.6,2.3,0,0,9,0,3.4,10.6,998.9,72,17,9.7,13,7.9,2,23-03-05,1
11,3.6,4.1,4,6.1,0,5.3,11.2,996.7,73,18.2,9.3,13.5,6.8,2,24-03-05,0
5.9,1.7,4.8,4,1,0,7.3,11.5,997.3,89,14.3,8.6,10.8,7.9,2,25-03-05,1
6.8,2,0.4,4,4.1,0,4,11,989.5,82,15.9,8.3,11.6,6.9,2,26-03-05,0
6,1.9,14.2,4,0.5,0,7.3,11.3,987,80,15.7,8.4,12.1,6.9,2,27-03-05,0
8.8,2,0.1,4,0.3,0,7,11.9,992,85,15.4,9.8,11.9,9.2,2,28-03-05,1
6.5,1.7,0,4,0.5,0,6.6,11.3,994,87,15.1,8.1,10.8,6.7,2,29-03-05,0
8.2,2.6,0.1,4,0.5,0,7,11.1,996.2,85,13.7,8.8,11,7.6,2,30-03-05,0
7.2,2.7,0,0,10.4,0,1,7.4,1003.9,58,15.4,6,10.9,1.8,2,31-03-05,0
6.8,2.6,0,0,12.1,0,0,5.3,1006.9,44,16.1,3.4,10.5,0.3,2,04-01-05,0
10.7,3.8,0,0,12.2,0,0.3,5.1,1003.8,38,17.7,5.2,11.7,2.4,2,04-02-05,0
8.7,3.3,0,0,10.9,0,1.7,6.6,1003.1,37,20.1,10.5,15.4,7,2,04-03-05,0
9.4,2.9,2.8,4,7.5,0,2.7,8.5,1002.7,50,19.2,11.5,15,7.1,2,04-04-05,0
8.7,2.5,0,4,4.6,0,6.1,8.2,1004.7,71,12.7,6.5,9.3,4.4,2,04-05-05,1
16.4,3.7,4.1,4,3.8,0,6.7,8.1,997.4,70,13.7,5,9.3,3.2,2,04-06-05,0
19.2,5,2.6,4,6.1,0,4.3,8.5,983.8,74,11.7,6,8.9,3.4,2,04-07-05,1
8.9,2.9,1.4,4,0.8,0,7,7.7,983.7,80,8.5,3.6,6.3,3,2,04-08-05,0
11.7,3.9,4.7,4,2.8,0,7,6.1,997.3,81,7.6,0.5,3.4,0.2,2,04-09-05,1
8.8,2.7,1.1,4,0.1,0,6.7,8.7,1004,91,9.4,3.9,6.3,1.7,2,04-10-05,0
4.1,1.2,0,0,0,0,6.1,8.5,1009,82,11.1,2.5,7.7,0.4,2,04-11-05,0
3.8,1,0,0,0.1,0,7.3,9,1002.2,70,14,6.1,10.7,3.5,2,04-12-05,0
7.7,2.4,0.7,4,3,0,7.7,10,992,75,15,7,11.2,2.6,2,13-04-05,0
9.7,2.8,0,4,2.9,0,6.7,9.8,986.4,68,16.3,9.7,12.7,7.3,2,14-04-05,0
11.5,3.4,2.6,4,7,0,6.1,9.3,985.2,62,19.1,7.5,13.3,7.2,2,15-04-05,0
9.3,3.8,0,4,3.5,0,6.4,10.6,985.2,90,15.3,6.7,9.6,6.6,2,16-04-05,0
7.5,2.7,0,4,0.5,0,6.3,11.5,981.6,84,14.4,9,11.3,8.1,2,17-04-05,1
8.1,1.8,1.1,4,1.6,0,7.4,11.7,982,87,16.4,8.9,11.6,8.6,2,18-04-05,1
8.4,2.1,27,4,0,0,7.9,10.2,985.2,94,9.8,6.2,8.1,6.6,2,19-04-05,1
10.6,2.8,3,4,6.9,0,6.7,7.7,991.8,71,12.5,4.7,8.5,2.6,2,20-04-05,0
8.8,2.6,0,0,13.1,0,1,5.2,999.9,51,12,1.7,7.6,-0.5,2,21-04-05,0
5.9,1.7,0,0,12.8,0,0.3,6.1,997,53,15.3,2.1,9.7,-1.4,2,22-04-05,0
7.4,1.9,0,4,11.5,0,2,6.5,992.3,49,18.7,5.3,12.1,0.9,2,23-04-05,0
7,2.2,0.8,4,5.5,0,5.7,10.5,990.4,69,17.8,9,13.4,7.5,2,24-04-05,0
8.8,2.9,0,4,0.6,0,7,10.8,988.4,80,14.1,9.8,11.6,9.2,2,25-04-05,0
9.1,1.8,1.9,4,1.2,0,7.3,11.5,993.9,87,15.5,9.5,11.1,9.4,2,26-04-05,0
17,3.9,9.5,4,4.2,0,6.3,10,996.3,80,14.5,5.7,10.3,3,2,27-04-05,0
6.6,2.1,6.3,4,8.7,0,7,9.5,1001.6,68,17.5,5.3,12.3,3.1,2,28-04-05,0
6.4,1.8,2.1,4,0,0,7.7,13.6,1000.4,89,15.3,10.2,13.2,9.9,2,29-04-05,0
4.6,1.3,0,0,2.9,0,7,14.5,997.4,83,20,11.3,15.5,9.4,2,30-04-05,0
6.5,2.2,0,4,12.9,0,3.5,14.5,992.2,63,27.6,12.1,20.7,9.4,2,05-01-05,0
8.4,2.4,0,4,7.2,0,5.5,14.6,992.9,61,24,14.6,20.3,12,2,05-02-05,0
12.1,2.2,6.5,4,1.8,0,6.7,14.3,993.5,86,18.2,11.4,14.6,9.9,2,05-03-05,1
7.6,2.4,6.6,4,1.4,0,7.3,12.4,993.6,86,15.5,9.8,12.4,9.8,2,05-04-05,0
8.8,3.1,3.5,4,5.6,0,6.3,7.4,998.2,63,13,5.3,9.6,5.6,2,05-05-05,0
12.2,3.5,4.9,4,5.4,0,5.3,8.8,994.2,73,13.1,6.2,9.8,4.9,2,05-06-05,0
16.3,2.9,6.8,4,1.2,0,5.7,9,988,87,11.7,3.3,7.4,2.1,2,05-07-05,0
12.7,2.2,6.4,4,4.2,0,6,8.1,991.1,87,9.9,2.8,5.9,1.7,2,05-08-05,0
10.6,2.6,3.4,4,5.5,0,4.7,7.9,992.8,83,10.7,2.3,6.3,0.3,2,05-09-05,0
9.9,2.2,5.2,4,3.5,0,5.6,7.8,998.1,79,11.1,3.7,6.8,2.1,2,05-10-05,0
6.8,2.1,0.2,4,2.8,0,5.1,8,1003.8,78,12.3,3.1,7.4,0.9,2,05-11-05,0
11.6,3.9,0,0,13.7,0,1.7,7.4,1003.6,66,13.5,3.2,9,1.6,2,05-12-05,0
9.5,3.3,0,4,6.4,0,7.3,8.2,999.7,63,16,4.7,11.3,3.7,2,13-05-05,0
10.5,3.5,0.2,4,0.2,0,7.7,9.5,992.7,66,15.4,7,12.4,5.2,2,14-05-05,0
7.8,2.4,2.6,4,2.8,0,6.3,9.3,995,82,13.6,5.7,8.9,3.8,2,15-05-05,0
8.5,2.4,0.9,4,7.5,0,7,9.4,994.4,75,16.9,5.1,11,2.9,2,16-05-05,1
9.5,3,0,4,0.9,0,6.9,7.2,997.3,72,10.9,3.8,7.2,1.5,2,17-05-05,0
4.7,1.7,0,0,6.1,0,3.8,6.4,1002.7,62,12.7,3,8,0.8,2,18-05-05,0
10.2,3.8,4.7,4,11.2,0,5.3,7.8,1002.8,54,18.1,5.3,12.7,1.1,2,19-05-05,0
10.9,3.2,6.2,4,4.9,0,7.3,11.9,997.2,67,22.2,10.4,16,9.9,2,20-05-05,1
8.9,2.4,0,4,4.3,0,6,12.9,993.2,73,19.9,12.1,15.8,11.2,2,21-05-05,0
10.2,2.8,0,0,5.7,0,7,11.5,992.4,67,20,11.4,15.4,9.1,2,22-05-05,0
10.9,2.9,0,4,8.4,0,4.7,9.9,997.9,66,17.4,9.2,13.4,6,2,23-05-05,0
9,2.8,0,4,2.9,0,5.7,10.2,1003.2,65,17.8,8,13.8,4.7,2,24-05-05,1
9.3,2.6,0,0,9.2,0,6,12.7,1004.8,62,23.1,13.5,18,11.9,2,25-05-05,0
10.2,3.4,0,0,12.2,0,5.7,13.5,1000.3,50,28.5,15.9,22.7,13.8,2,26-05-05,0
6.4,2,0,0,14.4,0,1.7,14.9,996.8,52,30.4,15.1,24.2,12.5,2,27-05-05,0
9.9,3.1,0,0,14.2,0,0,17.2,996.3,58,29.1,16.4,24,13.8,2,28-05-05,1
13.1,2.5,17.6,4,10.6,0,5,11.8,999.6,59,23.1,10.8,18,11.1,2,29-05-05,1
9.5,3.1,4.8,4,0,0,7.7,11.5,999.8,92,12.6,7.3,10.1,6.1,2,30-05-05,0
14.7,2.7,0.9,4,7.5,0,5,10.4,1005.8,81,16.8,6.6,10.9,5.1,2,31-05-05,0
5.9,1.5,0.4,4,11.5,0,4.7,8.8,1004,66,17.1,5.4,11.8,3,3,06-01-05,0
7.6,2.7,0,4,0.3,0,7.7,13.4,997.5,76,19.2,10.4,15.3,10,3,06-02-05,0
11.2,3,0.7,4,9.4,0,5.3,15.1,991.2,71,26,13.4,18.9,11.1,3,06-03-05,0
12.6,4.3,22.2,4,4,0,6.7,12.6,993.3,85,16.2,10.7,12.8,10,3,06-04-05,0
10.6,3.3,11.7,4,0.4,0,8,12.7,997,90,15.5,10.2,12.2,9.8,3,06-05-05,0
8.8,3,4.9,4,1.4,0,7.3,10.6,1001.3,80,13.5,7.2,11.1,5.5,3,06-06-05,0
11.5,3.3,0,0,4.4,0,5.3,7.9,1012,66,13.8,6.1,9.8,4.4,3,06-07-05,1
7,2.5,0,0,5.5,0,5,8.6,1015.9,68,14.3,5.8,10.6,4.2,3,06-08-05,0
5.8,1.9,0,0,12.7,0,5.3,8.9,1010.9,63,17.4,6.6,12.8,5.8,3,06-09-05,1
8.6,2.5,0.2,4,8.1,0,5,10.7,1002,68,19.1,8.4,13.9,5.1,3,06-10-05,1
10,2.1,0.6,4,1.9,0,6.7,8.6,996,69,13.5,7.7,10.3,5.6,3,06-11-05,0
7.5,2.2,4.8,4,2.7,0,7,9.1,990.8,71,15.1,6.4,11,5.1,3,06-12-05,0
11.2,3.1,0.1,4,6.9,0,4.7,9.8,987.8,70,16.2,8.8,12.4,4.8,3,13-06-05,1
6.4,1.9,0,0,11.2,0,4.5,9.9,992.8,55,21,8.9,16,4.1,3,14-06-05,0
9.8,2.2,0.1,4,12.3,0,3.7,12.2,999,62,24.3,9.2,18.1,5.8,3,15-06-05,0
9.2,3.3,1.9,4,6.7,0,7.3,14,1003.6,68,22.4,14.5,18.4,13.2,3,16-06-05,1
7.6,2.8,0.2,4,0.5,0,7.3,18.2,1007.1,87,21.9,15.3,18.3,15.4,3,17-06-05,1
7.6,2.6,0,0,13.1,0,1.7,12.5,1007.8,59,23.8,14.6,19.2,12.6,3,18-06-05,1
7.6,2.6,0,0,13.1,0,1.7,12.5,1007.8,59,23.8,14.6,19.2,12.6,3,18-06-05,1
5.8,2.1,0,0,15.5,0,0,13.1,1002.1,51,28.5,12.1,21.8,8.1,3,19-06-05,0
6.8,2.4,0,0,14.9,0,2.7,15.1,997.6,49,30.4,18.7,24.9,13.4,3,20-06-05,0
8.2,2.7,0,0,8.1,0,6.9,16.3,998.6,58,26.9,17.3,22.9,14.7,3,21-06-05,0
7,2.1,0,0,13.9,0,4.3,13.5,1003.7,60,24,14.6,19.6,11.8,3,22-06-05,1
7.3,1.6,0,0,15.1,0,2.3,15.2,1000.9,54,30.2,15.6,23.5,11.5,3,23-06-05,1
5.6,1.9,0,0,11.3,0,3.3,16.5,995,49,31.4,22.1,26.1,18.2,3,24-06-05,0
8.9,2.9,5,4,0.4,0,7.7,19,997.1,81,23.9,14.4,20.2,13.9,3,25-06-05,0
7.5,2.5,0,0,8.1,0,6.7,12.5,1004.8,66,22.8,12.4,17.3,11.3,3,26-06-05,0
6.6,2.5,0,0,15,0,2,12.8,1002.5,58,25.6,12.7,19.6,11.8,3,27-06-05,0
8.4,2.7,11,4,14.5,0,3,12,998.2,53,25.9,14.1,20,12.7,3,28-06-05,0
10.8,2.1,31.2,4,3.7,0,7.2,17.7,990.3,77,25.8,14.5,19.8,14.8,3,29-06-05,0
10.3,2,7.1,4,0.9,0,7.4,17.3,990.1,91,22.4,13.8,16.8,12.9,3,30-06-05,0
9.8,2.1,2.7,4,3.3,0,7.3,15.5,994.6,85,20.5,13.3,16.2,12.2,3,07-01-05,0
7.1,2,0,4,0.5,0,7.7,17.6,1001,89,20.5,14.2,17.4,12.2,3,07-02-05,0
7.8,1.9,0,0,7.2,0,7,18.5,998.6,76,26.2,16.5,21,16.4,3,07-03-05,0
17.1,4.7,12.1,4,8.2,0,5.3,16.2,989.2,72,26.6,12.4,19.4,11.6,3,07-04-05,0
9.2,3.2,0.1,4,6.8,0,3.9,11,994.7,70,18.3,10.4,14,8.1,3,07-05-05,1
10.2,3.7,4.8,4,1.1,0,7,13.4,989.3,80,19.3,11.4,14.6,8.9,3,07-06-05,1
10.2,3.7,4.8,4,1.1,0,7,13.4,989.3,80,19.3,11.4,14.6,8.9,3,07-06-05,1
6.4,1.8,1.3,4,2.5,0,6.7,13.1,991.4,82,17.5,11.8,14.1,11.2,3,07-07-05,0
8.1,1.5,11.4,4,3.5,0,5.9,13.6,996.4,85,17.8,11.7,14.2,10.6,3,07-08-05,0
9.4,2.6,0,0,12.6,0,3,14.4,1001.4,76,21.8,10.4,16.9,10,3,07-09-05,1
11.7,3.9,0,0,13,0,4,16.1,1005.4,65,27.4,15.1,21.6,13.5,3,07-10-05,1
10.5,3.6,0,0,10.5,0,2.3,16.6,1008.2,66,26.4,16.4,21.4,13.9,3,07-11-05,1
7.3,2.9,0,0,9.7,0,3.3,16.7,1008.1,70,27.2,15.4,21,15,3,07-12-05,0
6.7,2.6,0,0,13.3,0,2,18.2,1004.4,69,27.9,16.9,22.3,15.8,3,13-07-05,0
6.4,1.4,0,0,11.6,0,2.7,14.9,1001.4,59,27.8,16.5,22.2,14.7,3,14-07-05,0
10.8,2.9,0,4,7.3,0,5.7,15.9,995.7,58,27.8,17.2,22.7,15.3,3,15-07-05,0
8.3,2.2,0,0,8.2,0,5.3,14.3,996.6,65,23.9,14.9,19.2,12.5,3,16-07-05,0
6.2,2,0,0,14.6,0,1.1,12.5,997.4,61,23.2,12.2,18.2,10,3,17-07-05,1
7.5,2,0,4,11.9,0,3,13.9,990.9,57,27.5,14.5,21.1,12.9,3,18-07-05,0
11.7,3.9,2.8,4,3,0,7,13.5,995.8,66,21.1,14.9,17.9,15,3,19-07-05,0
17.7,4.6,1.4,4,3.9,0,5.7,12.5,998.5,70,20.5,11.4,15.9,10.7,3,20-07-05,0
11.2,4,6.6,4,3,0,7,13.2,997,80,17.9,12.1,14.6,10.9,3,21-07-05,0
7.7,2.4,2.5,4,0,0,8,13.4,993.9,89,14.7,11.8,13.2,11.9,3,22-07-05,0
7.7,2.3,0,4,0.6,0,7.3,12.4,991.7,78,17.7,11.3,14,9.3,3,23-07-05,0
